Cell Line Name,Canonical Name,Tissue Diagnosis,Gender,Ethnicity,Age,Age Unit,Age Category,SOURCE
KMST-6,KMST-6,Normal,Female,Unknown,9,Weeks,Fetal,JCRB
KMST-6/T,KMST-6/T,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
KNS-42,KNS-42,Glioma,Male,Unknown,16,Years,Juvenile,JCRB
KNS-60,KNS-60,Glioma,Male,Unknown,55,Years,Adult,JCRB
KNS-62,KNS-62,Carcinoma Non-Small Cell,Male,Unknown,49,Years,Adult,JCRB
KNS-81,KNS-81,Glioma,Male,Unknown,65,Years,Adult,JCRB
KNS-81-FD,KNS-81-FD,Glioma,Male,Unknown,65,Years,Adult,JCRB
KNS-89,U-251 MG,Gliosarcoma,Male,Unknown,75,Years,Adult,JCRB
KO51,KO51,Leukemia Chronic Myelogenous,Female,Unknown,53,Years,Adult,JCRB
KO52,KO52,Leukemia,Male,Unknown,46,Years,Adult,JCRB
KOIA-LCL,KOIA-LCL,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN
KON,KON,Carcinoma Squamous Cell,Male,Japanese,76,Years,Adult,JCRB
KOPN-8,KOPN-8,Leukemia,Female,Unknown,0.3,Years,Juvenile,DSMZ
KOSC-2 cl3-43,KOSC-2 cl3-43,Carcinoma Squamous Cell,Male,Unknown,51,Years,Adult,JCRB
KOSC-3,Ca9-22,Carcinoma Squamous Cell,Male,Japanese,Unknown,Unknown,Unknown,JCRB
KP-1N,KP-1N,Adenocarcinoma,Male,Caucasian,56,Years,Adult,JCRB
KP-1NL,KP-1NL,Adenocarcinoma,Male,Japanese,69,Years,Adult,JCRB
KP-2,KP-2,Carcinoma,Female,Japanese,65,Years,Adult,JCRB
KP-3,KP-3,Carcinoma Adenosquamous,Male,Japanese,75,Years,Adult,JCRB
KP-3L,KP-3L,Carcinoma Adenosquamous,Male,Japanese,75,Years,Adult,JCRB
KP4,KP4,Carcinoma In Situ Ductal,Male,Japanese,50,Years,Adult,RIKEN
KP4-1,KP4-1,Carcinoma In Situ Ductal,Male,Japanese,50,Years,Adult,RIKEN
KP4-2,KP4-2,Carcinoma In Situ Ductal,Male,Japanese,50,Years,Adult,RIKEN
KP4-3,KP4-3,Carcinoma In Situ Ductal,Male,Japanese,50,Years,Adult,RIKEN
KPL-1,KPL-1,Adenocarcinoma Ductal,Female,Caucasian,69,Years,Adult,DSMZ
KPL-4,KPL-4,Adenocarcinoma Ductal,Female,Japanese,52,Years,Adult, --
KP-N-NS,KP-N-NS,Neuroblastoma,Female,Japanese,1,Years,Juvenile,RIKEN
KP-N-RT-BM-1,KP-N-RT-BM-1,Neuroblastoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
KP-N-SI9s,KP-N-SI9s,Neuroblastoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
KP-N-YN,KP-N-YN,Neuroblastoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
KPP,KPP,NOS,Unknown,Unknown,Unknown,Unknown,Unknown, --
KPP-1,KPP-1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --
KPR,KPR,NOS,Unknown,Unknown,Unknown,Unknown,Unknown, --
KR,KR,NOS,Unknown,Unknown,Unknown,Unknown,Unknown, --
KR-12,KR-12,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
KS-1,KS-1,Glioblastoma,Female,Unknown,Unknown,Unknown,Unknown,JCRB
KU-19-19,KU-19-19,Carcinoma Transitional Cell,Male,Unknown,76,Years,Adult, --
KU812,KU812,Leukemia Chronic Myelogenous,Male,Japanese,38,Years,Adult,ATCC
KURAMOCHI,KURAMOCHI,Carcinoma,Female,Japanese,Unknown,Unknown,Unknown,JCRB
KU-SN,KU-SN,Sarcoma Ewings,Female,Japanese,4,Years,Juvenile,RIKEN
KY821,KY821,Leukemia Acute Myelogenous,Male,Japanese,28,Years,Adult,JCRB
KY821A3,KY821A3,Leukemia Acute Myelogenous,Male,Japanese,28,Years,Adult,JCRB
KYM-1,KYM-1,Rhabdomyosarcoma,Unknown,Japanese,Unknown,Unknown,Unknown,JCRB
KYO-1,KYO-1,Leukemia Chronic Myelogenous,Male,Japanese,22,Years,Adult,DSMZ
KYSE-110,KYSE-110,Carcinoma Squamous Cell,Male,Japanese,63,Years,Adult,JCRB
KYSE-140,KYSE-140,Carcinoma Squamous Cell,Male,Japanese,50,Years,Adult,JCRB
KYSE-150,KYSE-150,Carcinoma Squamous Cell,Female,Japanese,49,Years,Adult,JCRB
KYSE-170,KYSE-170,Carcinoma Squamous Cell,Female,Japanese,53,Years,Adult,JCRB
KYSE-180,KYSE-180,Carcinoma Squamous Cell,Male,Japanese,53,Years,Adult,JCRB
KYSE-220,KYSE-220,Carcinoma Squamous Cell,Male,Japanese,78,Years,Adult,JCRB
KYSE-270,KYSE-270,Carcinoma Squamous Cell,Male,Japanese,79,Years,Adult,JCRB
KYSE-30,KYSE-30,Carcinoma Squamous Cell,Male,Japanese,64,Years,Adult,JCRB
KYSE-410,KYSE-410,Carcinoma Squamous Cell,Male,Japanese,51,Years,Adult,DSMZ
KYSE-450,KYSE-450,Carcinoma Squamous Cell,Male,Japanese,59,Years,Adult,DSMZ
KYSE-50,KYSE-50,Carcinoma Squamous Cell,Male,Japanese,58,Years,Adult,JCRB
KYSE-510,KYSE-510,Carcinoma Squamous Cell,Female,Japanese,67,Years,Adult,DSMZ
KYSE-520,KYSE-520,Carcinoma Squamous Cell,Female,Japanese,58,Years,Adult,DSMZ
KYSE-70,KYSE-70,Carcinoma Squamous Cell,Male,Japanese,77,Years,Adult,JCRB
L-1236,L-1236,Hodgkin's Lymphoma,Male,Unknown,34,Years,Adult,DSMZ
L-132,HeLa,Adenocarcinoma,Female,African,31,Years,Adult,ATCC
L-363,L-363,Leukemia,Female,Unknown,36,Years,Adult,DSMZ
L-41,HeLa,Adenocarcinoma,Female,African,31,Years,Adult,ECACC
L-428,L-428,Hodgkin's Lymphoma,Female,Unknown,37,Years,Adult,DSMZ
L-540,L-540,Hodgkin's Lymphoma,Female,Unknown,20,Years,Adult,DSMZ
L-591,L-591,Lymphoma Hodgkins,Female,Unknown,31,Years,Adult,DSMZ
L-82,L-82,Lymphoma Diffuse Large B Cell,Female,Unknown,24,Years,Adult,DSMZ
L-929,L-929,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --
La Bel,La Bel,Ehlers-Danlos syndrome,Female,Unknown,47,Years,Adult,ATCC
La Bel II,La Bel II,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
LA1-55n,LA1-55n,Neuroblastoma,Male,Unknown,2,Years,Juvenile,ECACC
LA1-5s,LA1-5s,Normal,Female,Unknown,3,Years,Juvenile,ECACC
LA-4,LA-4,Adenoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
LAMA-84,LAMA-84,Leukemia Chronic Myelogenous,Female,Unknown,29,Years,Adult,DSMZ
LAMA-87,LAMA-87,Leukemia Chronic Myelogenous,Female,Unknown,29,Years,Adult,DSMZ
LA-N-1,LA-N-1,Neuroblastoma,Male,Unknown,2,Years,Juvenile,RIKEN
LA-N-2,LA-N-2,Neuroblastoma,Female,Unknown,3,Years,Juvenile,ECACC
LA-N-5,LA-N-5,Neuroblastoma,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN
LB173,LB173,Normal,Male,Unknown,49,Years,Adult,ECACC
LB182,LB182,Normal,Male,Unknown,51,Years,Adult,ECACC
LB185,LB185,Normal,Male,Unknown,56,Years,Adult,ECACC
LB198,LB198,Normal,Female,Unknown,45,Years,Adult,ECACC
LB199,LB199,Normal,Male,Unknown,16,Years,Juvenile,ECACC
LB205,LB205,Normal,Male,Unknown,62,Years,Adult,ECACC
LB242,LB242,Normal,Female,Unknown,20,Years,Adult,ECACC
LB253,LB253,xeroderma pigmentosum,Male,Unknown,67,Years,Adult,ECACC
LB277,LB277,xeroderma pigmentosum,Male,Unknown,58,Years,Adult,ECACC
LB316,LB316,xeroderma pigmentosum,Male,Unknown,1,Years,Juvenile,ECACC
LB42,LB42,Normal,Male,Unknown,58,Years,Adult,ECACC
LB443,LB443,trichothiodystrophy,Male,Unknown,4,Years,Juvenile,ECACC
LB541,LB541,Normal,Female,Unknown,13,Years,Juvenile,ECACC
LB58,LB58,Normal,Female,Unknown,13,Years,Juvenile,ECACC
LB687,LB687,xeroderma pigmentosum,Male,Unknown,30,Years,Adult,ECACC
LB7,LB7,Normal,Male,Unknown,51,Years,Adult,ECACC
LB707,LB707,xeroderma pigmentosum,Male,Unknown,41,Years,Adult,ECACC
LB708,LB708,xeroderma pigmentosum,Male,Unknown,1,Years,Juvenile,ECACC
LB750,LB750,trichothiodystrophy,Female,Unknown,10,Years,Juvenile,ECACC
LB81,LB81,xeroderma pigmentosum,Female,Unknown,37,Years,Adult,ECACC
LB823,LB823,xeroderma pigmentosum,Female,Unknown,30,Years,Adult,ECACC
LB83,LB83,xeroderma pigmentosum,Female,Unknown,15,Years,Juvenile,ECACC
LC-1/sq,LC-1/sq,Carcinoma Squamous Cell,Male,Unknown,69,Years,Adult,JCRB
LC-1F,LC-1F,Carcinoma Squamous Cell,Male,Japanese,69,Years,Adult,RIKEN
LC-2/ad,LC-2/ad,Adenocarcinoma,Female,Japanese,51,Years,Adult,ECACC
LC4-1,LC4-1,Leukemia,Female,Unknown,13,Years,Juvenile,JCRB
LCAM1,LCAM1,Carcinoma,male,Japanese,53,Years,Adult,RIKEN
LCLC-103H,LCLC-103H,Carcinoma Large Cell,Male,Caucasian,61,Years,Adult,DSMZ
LCLC-97TM1,LCLC-97TM1,Carcinoma Large Cell,Male,Caucasian,44,Years,Adult,DSMZ
LCL-HO,LCL-HO,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,DSMZ
LCL-WEI,LCL-WEI,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,DSMZ
Le Ana,Le Ana,Marfan syndrome,Female,Unknown,2,Years,Juvenile,ATCC
Lei Cap,Lei Cap,Darier-White disease,Female,Unknown,62,Years,Adult,ATCC
Lewis Lung,Lewis Lung,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
Li-7,Li-7,Hepatoblastoma,Male,Unknown,45,Years,Adult,RIKEN
LI90,LI90,Normal,Female,Japanese,55,Years,Adult,JCRB
LK-1,PA-1,Carcinoma,Female,Caucasian,12,Years,Juvenile, --
LK-2,LK-2,Carcinoma Squamous Cell,Male,Unknown,74,Years,Adult,JCRB
LL 24,LL 24,Normal,Male,Caucasian,5,Years,Juvenile,ATCC
LL 29 (AnHa),LL 29 (AnHa),Fibrosis Pulmonary,Female,Caucasian,26,Years,Adult,ATCC
LL 47 (MaDo),LL 47 (MaDo),Normal,Male,African,16,Years,Juvenile,ATCC
LL 86 (LeSa),LL 86 (LeSa),Normal,Male,Caucasian,18,Years,Juvenile,ATCC
LL 97A (AlMy),LL 97A (AlMy),Fibrosis Pulmonary,Male,Caucasian,48,Years,Adult,ATCC
LL/2,LL/2,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
LLC-MK2,LLC-MK2,Normal,Unknown,Unknown,Unknown,Unknown,Unknown, --
LLC-RK1,LLC-RK1,Normal,Unknown,Unknown,Unknown,Unknown,Unknown, --
LMSU,LMSU,Carcinoma,Female,Japanese,27,Years,Adult,RIKEN
LN-18,LN-18,Glioma,Male,Caucasian,65,Years,Adult,ATCC
LN-229,LN-229,Glioma,Female,Caucasian,60,Years,Adult,ATCC
LN-405,LN-405,Astrocytoma,Female,Unknown,62,Years,Adult,DSMZ
LNCAP,LNCAP,Carcinoma,Male,Caucasian,50,Years,Adult,DSMZ
LNZTA3WT11,LNZTA3WT11,Glioblastoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
LNZTA3WT4,LNZTA3WT4,Glioblastoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Lo Ren,Lo Ren,Ehlers-Danlos syndrome,Male,Unknown,47,Years,Adult,ATCC
Lo Wen,Lo Wen,xeroderma pigmentosum,Female,Unknown,60,Years,Adult,ATCC
Loucy,Loucy,Leukemia Acute Lymphocytic,Female,Caucasian,38,Years,Adult,ATCC
LOU-NH91,LOU-NH91,Carcinoma Squamous Cell,Female,Unknown,64,Years,Adult,DSMZ
LoVo,LoVo,Adenocarcinoma,Male,Caucasian,56,Years,Adult,ATCC
LOX-IMVI,LOX-IMVI,Melanoma,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
LP-1,LP-1,Multiple Myeloma,Female,Unknown,56,Years,Adult,DSMZ
LS1034,LS1034,Carcinoma,Unknown,Caucasian,54,Years,Adult,ATCC
LS-123,LS-123,Adenocarcinoma,Female,Caucasian,65,Years,Adult, --
LS-174T,LS-174T,Adenocarcinoma,Female,Caucasian,58,Years,Adult,ATCC
LS-180,LS-174T,Adenocarcinoma,Female,Caucasian,58,Years,Adult,ATCC
LS3-10,LS3-10,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
LS411N,LS411N,Carcinoma,Male,Caucasian,32,Years,Adult,ATCC
LS513,LS513,Carcinoma,Male,Caucasian,63,Years,Adult,ATCC
LTPA,LTPA,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
LTR228,LTR228,Normal,Male,Caucasian,5,Years,Juvenile,ATCC
Lu Rob,Lu Rob,Ehlers-Danlos syndrome,Female,Unknown,50,Years,Adult,ATCC
Lu Vin,Lu Vin,Ehlers-Danlos syndrome,Female,Unknown,6,Years,Juvenile,ATCC
Lu-134-A,Lu-134-A,Carcinoma Small Cell,Male,Japanese,80,Years,Adult,RIKEN
Lu-134-A-H,Lu-134-A-H,Carcinoma Small Cell,Male,Japanese,80,Years,Adult,JCRB
Lu-134-B,Lu-134-B,Carcinoma Small Cell,Male,Japanese,80,Years,Adult,JCRB
Lu-135,Lu-135,Carcinoma Small Cell,Male,Japanese,69,Years,Adult,JCRB
Lu-138,Lu-138,Carcinoma Small Cell,male,Japanese,78,Years,Adult,RIKEN
Lu-139,Lu-139,Carcinoma Small Cell,Male,Japanese,63,Years,Adult,RIKEN
Lu-140,Lu-140,Carcinoma Small Cell,Male,Japanese,53,Years,Adult,RIKEN
Lu-141,Lu-141,Carcinoma Small Cell,Female,Japanese,67,Years,Adult,RIKEN
Lu-143,Lu-143,Carcinoma Small Cell,male,Japanese,60,Years,Adult,RIKEN
Lu-165,Lu-165,Unknown,male,Japanese,50,Years,Adult,RIKEN
Lu-24,Lu-24,Unknown,Female,Japanese,42,Years,Adult,RIKEN
LU65,LU65,Carcinoma,Male,Unknown,64,Years,Adult,JCRB
LU65A,LU65A,Carcinoma,Male,Unknown,64,Years,Adult,JCRB
LU65B,LU65B,Carcinoma,Male,Unknown,64,Years,Adult,JCRB
LU65C,LU65C,Carcinoma,Male,Unknown,64,Years,Adult,JCRB
LU99,LU99,Carcinoma,Male,Unknown,64,Years,Adult,JCRB
LU99A,LU99A,Carcinoma,Male,Unknown,64,Years,Adult,JCRB
LU99B,LU99B,Carcinoma,Male,Unknown,64,Years,Adult,JCRB
LU99C,LU99C,Carcinoma,Male,Unknown,64,Years,Adult,JCRB
LUDLU-1,LUDLU-1,Carcinoma Squamous Cell,Male,Caucasian,72,Years,Adult,ECACC
LXF-289,LXF-289,Adenocarcinoma,Male,Unknown,63,Years,Adult, --
LXFA 1041,LXFA 1041,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
LXFA 644,LXFA 644,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
LXFA 983,LXFA 983,Adenocarcinoma Metastatic,Unknown,Unknown,Unknown,Unknown,Unknown, --
LXFL529,LXFL529,Rhabdomyosarcoma,Female,Caucasian,7,Years,Juvenile, --
M059J,M059J,Glioblastoma,Male,Unknown,33,Years,Adult,ATCC
M059K,M059K,Glioblastoma,Male,Unknown,33,Years,Adult,ATCC
M-07e,M-07e,Leukemia,Female,Unknown,0.6,Years,Juvenile,DSMZ
M-14,M-14,Melanoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
M2,A7,Melanoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
Ma San,Ma San,Ehlers-Danlos syndrome,Female,Unknown,2,Years,Juvenile,ATCC
Malme-3,Malme-3,Normal,Male,Caucasian,43,Years,Adult,ATCC
Malme-3M,Malme-3M,Melanoma,Male,Caucasian,43,Years,Adult,ATCC
Mar Nol,Mar Nol,Marfan syndrome,Female,Unknown,15,Years,Juvenile,ATCC
Mar Ton,Mar Ton,Ehlers-Danlos syndrome,Female,Unknown,40,Years,Adult,ATCC
Mar Vin,Mar Vin,Ehlers-Danlos syndrome,Female,Unknown,29,Years,Adult,ATCC
Marcus,Marcus,Astrocytoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
MAXF 1162,MAXF 1162,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
MAXF 583,MAXF 583,Adenocarcinoma Metastatic,Unknown,Unknown,Unknown,Unknown,Unknown, --
May Roy,May Roy,Marfan syndrome,Female,Unknown,13,Years,Juvenile,ATCC
MB 157,MB 157,Carcinoma,Female,African,48,Years,Adult,ATCC
MB-1,MB-1,Carcinoma Anaplastic,Male,Caucasian,57,Years,Adult,DSMZ
MB352,MB352,Normal,Unknown,Unknown,14,Days,Fetal, --
MC/CAR,MC/CAR,Multiple Myeloma,Male,Caucasian,81,Years,Adult,ATCC
MC/CAR-Z2,MC/CAR-Z2,Multiple Myeloma,Male,Caucasian,81,Years,Adult,ATCC
MC116,MC116,Lymphoma,Male,Unknown,Unknown,Unknown,Unknown,ATCC
MC-38,MC-38,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
MCAS,MCAS,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
MCC13,MCC13,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
MCC26,MCC26,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
MCF 10A,MCF 10A,Fibrocystic Disease,Female,Caucasian,36,Years,Adult,ATCC
MCF 10F,MCF 10F,Fibrocystic Disease,Female,Caucasian,36,Years,Adult,ATCC
MCF-10-2A,MCF-10-2A,Fibrocystic Disease,Female,Caucasian,36,Years,Adult,ATCC
MCF10DCIS.com,MCF10DCIS.com,Normal,Female,Caucasian,36,Years,Adult, --
MCF-12A,MCF-12A,Normal,Female,Caucasian,60,Years,Adult,ATCC
MCF-12F,MCF-12F,Normal,Female,Caucasian,60,Years,Adult,ATCC
MCF-7,MCF-7,Adenocarcinoma,Female,Caucasian,69,Years,Adult,ATCC
MC-IXC,MC-IXC,Neuroblastoma,Female,Caucasian,14,Years,Juvenile,ATCC
MC-NB-1,MC-NB-1,Unknown,Male,Unknown,2,Years,Juvenile,RIKEN
MC-SV-HUC T-2,MC-SV-HUC T-2,Normal,Male,Unknown,11,Years,Juvenile,ATCC
MD,MD,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
MDA PCa 2b,MDA PCa 2b,Adenocarcinoma,Male,African,63,Years,Adult,ATCC
MDA-H2774,MDA-H2774,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved, --
MDA-kb2,MDA-kb2,Carcinoma,Female,Caucasian,48,Years,Adult,ATCC
MDA-MB-134-VI,MDA-MB-134-VI,Carcinoma,Female,Caucasian,47,Years,Adult,ATCC
MDA-MB-157,MDA-MB-157,Carcinoma Medullary,Female,African,44,Years,Adult,ATCC
MDA-MB-175-VII,MDA-MB-175-VII,Adenocarcinoma Ductal,Female,African,56,Years,Adult,ATCC
MDA-MB-231,MDA-MB-231,Adenocarcinoma,Female,Caucasian,51,Years,Adult,ATCC
MDA-MB-330,MDA-MB-330,Carcinoma,Female,Caucasian,43,Years,Adult,ATCC
MDA-MB-361,MDA-MB-361,Adenocarcinoma,Female,Caucasian,40,Years,Adult,ATCC
MDA-MB-415,MDA-MB-415,Adenocarcinoma,Female,Unknown,38,Years,Adult,ATCC
MDA-MB-435,MDA-MB-435,Melanoma,Female,Caucasian,31,Years,Adult, --
MDA-MB-436,MDA-MB-436,Adenocarcinoma,Female,Caucasian,43,Years,Adult,ATCC
MDA-MB-453,MDA-MB-453,Carcinoma,Female,Caucasian,48,Years,Adult,ATCC
MDA-MB-468,MDA-MB-468,Adenocarcinoma,Female,African,51,Years,Adult,ATCC
MDST8,MDST8,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
Me Jon,Me Jon,osteogenesis imperfecta,Male,Unknown,5,Years,Juvenile,ATCC
Me Mon,Me Mon,Ehlers-Danlos syndrome,Male,Unknown,25,Years,Adult,ATCC
ME-1,ME-1,Leukemia Acute Myelogenous,Male,Japanese,40,Years,Adult,DSMZ
ME-180,ME-180,Carcinoma,Female,Caucasian,66,Years,Adult,ATCC
MEC-1,MEC-1,Leukemia,Male,Caucasian,62,Years,Adult,DSMZ
MEC-2,MEC-2,Leukemia,Male,Caucasian,62,Years,Adult,DSMZ
MEF,MEF,NOS,Unknown,Unknown,Unknown,Unknown,Fetal, --
MEG-01,MEG-01,Leukemia,Male,Unknown,56,Years,Adult,ATCC
MEG-01s,MEG-01s,Leukemia,Male,Unknown,56,Years,Adult,JCRB
MEG-01SSF,MEG-01SSF,Leukemia,Male,Unknown,56,Years,Adult,JCRB
MEG-A2,MEG-A2,Leukemia,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
Mel Neg,Mel Neg,Ehlers-Danlos syndrome,Male,Unknown,5,Years,Juvenile,ATCC
MEL-HO,MEL-HO,Melanoma,Female,Unknown,Unknown,Unknown,Unknown,DSMZ
MEL-JUSO,MEL-JUSO,Melanoma,Female,Unknown,58,Years,Adult,DSMZ
MEN1RGB,MEN1RGB,Unknown,Female,Japanese,62,Years,Adult,RIKEN
MEN2RGB,MEN2RGB,Unknown,Male,Japanese,69,Years,Adult,RIKEN
Mero-14,Mero-14,Mesothelioma,Male,Unknown,Unknown,Unknown,Unknown,ECACC
Mero-25,Mero-25,Mesothelioma,Male,Unknown,Unknown,Unknown,Unknown,ECACC
Mero-41,Mero-41,Mesothelioma,Male,Unknown,Unknown,Unknown,Unknown,ECACC
Mero-48a,Mero-48a,Mesothelioma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
Mero-82,Mero-82,Mesothelioma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
Mero-83,Mero-83,Mesothelioma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
Mero-84,Mero-84,Mesothelioma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
Mero-95,Mero-95,Mesothelioma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
MES-SA,MES-SA,Sarcoma,Female,Caucasian,56,Years,Adult,ATCC
MeT-5A,MeT-5A,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
MeWo,MeWo,Melanoma,Male,Caucasian,78,Years,Adult,ATCC
MEXF 1732,MEXF 1732,Melanoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
MEXF 514,MEXF 514,Melanoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
MEXF 666,MEXF 666,Melanoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
MFE-280,MFE-280,Adenocarcinoma Endometrioid,Female,Unknown,77,Years,Adult,DSMZ
MFE-296,MFE-296,Adenocarcinoma Endometrioid,Female,Caucasian,68,Years,Adult,DSMZ
MFE-319,MFE-319,Adenocarcinoma Endometrioid,Female,Unknown,81,Years,Adult,DSMZ
MFH-ino,MFH-ino,Malignant Fibrous Histiocytoma,Female,Japanese,Unknown,Unknown,Unknown,RIKEN
MFM-223,MFM-223,Adenocarcinoma Ductal,Female,Unknown,Unknown,Unknown,Unknown,DSMZ
MG-63,MG-63,Osteosarcoma,Male,Caucasian,14,Years,Juvenile,ATCC
MGH-BA-1,MGH-BA-1,Melanoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
MGH-BO-1,MGH-BO-1,Melanoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
MGH-MC-1,MGH-MC-1,Melanoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
MGH-MCC-1,MGH-MCC-1,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
MGH-PO-1,MGH-PO-1,Melanoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
MGH-QU-1,MGH-QU-1,Melanoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
MGH-ST-1,MGH-ST-1,Melanoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
MGH-SW-1,MGH-SW-1,Melanoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
MGH-TH-1,MGH-TH-1,Melanoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
MH7A,MH7A,Normal,Female,Japanese,53,Years,Adult,RIKEN
MHH-CALL-2,MHH-CALL-2,Leukemia,Female,Caucasian,15,Years,Juvenile,DSMZ
MHH-CALL-3,MHH-CALL-3,Leukemia,Female,Unknown,11,Years,Juvenile,DSMZ
MHH-CALL-4,MHH-CALL-4,Leukemia,Male,Caucasian,10,Years,Juvenile,DSMZ
MHH-ES-1,MHH-ES-1,Sarcoma Ewings,Male,Caucasian,12,Years,Juvenile,DSMZ
MHH-NB-11,MHH-NB-11,Neuroblastoma,Male,Caucasian,4,Years,Juvenile,DSMZ
MHH-PREB-1,MHH-PREB-1,Lymphoma B-cell,Male,Caucasian,6,Years,Juvenile,DSMZ
MIA Paca-2,MIA PaCa-2,Carcinoma,Male,Caucasian,65,Years,Adult,RIKEN
MiTen,MiTen,Lesch-Nyhan syndrome,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
Miz-1,Miz-1,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
MJ,MJ,Lymphoma,Male,Caucasian,50,Years,Adult,ATCC
MKL-1,MKL-1,Carcinoma,Unknown,Unknown,26,Years,Adult,ECACC
MKL-2,MKL-2,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
MKN-1,MKN-1,Carcinoma Adenosquamous,Male,Unknown,72,Years,Adult,JCRB
MKN-28,MKN-28,Adenocarcinoma,Male,Japanese,37,Years,Adult,JCRB
MKN-45,MKN-45,Adenocarcinoma,Female,Unknown,62,Years,Adult,JCRB
MKN-7,MKN-7,Adenocarcinoma Tubular,Male,Unknown,39,Years,Adult,JCRB
MKN-74,MKN-74,Adenocarcinoma,Male,Japanese,37,Years,Adult,JCRB
MKPL-1,MKPL-1,Leukemia,Male,Japanese,66,Years,Adult,JCRB
ML-1,ML-1,Carcinoma Follicular,Female,Unknown,50,Years,Adult,DSMZ
ML-2,ML-2,Leukemia Acute Myelogenous,Male,Unknown,26,Years,Adult,DSMZ
MLMA,MLMA,Lymphoma,Female,Japanese,32,Years,Adult,JCRB
MM.1,MM.1,Multiple Myeloma,Female,African,42,Years,Adult, --
MM.1S,MM.1S,Multiple Myeloma,Female,African,42,Years,Adult, --
MM1.RL,MM1.RL,Multiple Myeloma,Female,African,42,Years,Adult, --
MM1.S,MM1.S,Multiple Myeloma,Female,African,13,Years,Juvenile,ATCC
MM455,MM455,Melanoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
MM608,MM608,Melanoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
MMAc,MMAc,Melanoma,Female,Japanese,39,Years,Adult,RIKEN
MMAc.SF,MMAc.SF,Melanoma,Female,Japanese,39,Years,Adult,RIKEN
M-MOK,M-MOK,Leukemia,Female,Unknown,Unknown,Unknown,Unknown,RIKEN
MMT 060562,MMT 060562,Carcinoma,Female,Unknown,Unknown,Unknown,Unknown, --
MN-60,MN-60,Leukemia,Male,Unknown,20,Years,Adult,DSMZ
