Name,Canonical_Name,Primary Tissue,Diagnosis,Gender,Ethnicity,Age,Age_Unit,Age_Category,Source,Status,"Cancer Type (1=Undefined, 2=Breast, 3=Male Prostate, 4=Lung)","Gender Index (1=Female, 2=Male, 3=Unspecified)","Ethnicity Index (1=Asian, 2=Black, 3=Hispanic,4=Native American, 5=White, 6=Unspecified)","Contaminant Status Index(0=Uncontaminated, 1=Contaminated, Derivative Line, 3=Nomenclature, 4=Parental, 5=Unresolved)","Donor Age (Years, -10=Unspecified)",Founding Year of Cell Line (-10=Undefined),URL, 
FTC-236,FTC-133,Thyroid,Carcinoma Follicular,Male,Unknown,42,Years,Adult,ECACC,Derived from same patient,1,2,6,2,42.0,-10,,
FTC-236,FTC-236,Thyroid,Carcinoma,Male,Unknown,42,Years,Adult,ECACC,Derived from same patient,1,2,6,2,42.0,-10,,
FTC-238,FTC-133,Thyroid,Carcinoma Follicular,Male,Unknown,42,Years,Adult,ECACC,Derived from same patient,1,2,6,2,42.0,-10,,
GLAG-66,GLAG-66,Thyroid,Carcinoma,Male,Caucasian,58,Years,Adult, --,Parental,1,2,5,4,58.0,-10,,
HCC889,HCC889,Thyroid,Carcinoma,Male,African,47,Years,Adult,UTSW,0,1,2,2,0,47.0,-10,,
IHH-4,IHH-4,Thyroid,Carcinoma,Male,Japanese,75,Years,Adult,JCRB,Parental,1,2,1,4,75.0,-10,,
K1,GLAG-66,Thyroid,Carcinoma,Male,Caucasian,58,Years,Adult, --,Parental,1,2,5,4,58.0,-10,,
K2,GLAG-66,Thyroid,Carcinoma,Male,Caucasian,58,Years,Adult, --,Parental,1,2,5,4,58.0,-10,,
KHM-5M,KHM-5M,Thyroid,Carcinoma,Male,Japanese,65,Years,Adult,JCRB,0,1,2,1,0,65.0,-10,,
MB-1,MB-1,Thyroid,Carcinoma Anaplastic,Male,Caucasian,57,Years,Adult,DSMZ,0,1,2,5,0,57.0,-10,,
TMH-1,TMH-1,Thyroid,Carcinoma,Male,Japanese,79,Years,Adult,JCRB,Contaminant,1,2,1,1,79.0,-10,,
TT2609-C02,TT2609-C02,Thyroid,Carcinoma Follicular,Male,Caucasian,57,Years,Adult,DSMZ,0,1,2,5,0,57.0,-10,,
BICR 16,BICR 16,Tongue,Carcinoma Squamous Cell,Male,Caucasian,Unknown,Unknown,Unknown,ECACC,0,1,2,5,0,-10.0,-10,,
BICR 22,BICR 22,Tongue,Carcinoma Squamous Cell,Male,Caucasian,Unknown,Unknown,Unknown,ECACC,0,1,2,5,0,-10.0,-10,,
BICR 31,BICR 31,Tongue,Carcinoma Squamous Cell,Male,Caucasian,Unknown,Unknown,Unknown,ECACC,0,1,2,5,0,-10.0,-10,,
CAL 27,CAL 27,Tongue,Carcinoma Squamous Cell,Male,Caucasian,56,Years,Adult,ATCC,0,1,2,5,0,56.0,-10,,
CAL 33,CAL 33,Tongue,Carcinoma Squamous Cell,Male,Unknown,69,Years,Adult,DSMZ,0,1,2,6,0,69.0,-10,,
DOK,DOK,Tongue,Dysplasia,Male,Unknown,57,Years,Adult,ECACC,0,1,2,6,0,57.0,-10,,
H103,H103,Tongue,Carcinoma Squamous Cell,Male,Unknown,32,Years,Adult,ECACC,0,1,2,6,0,32.0,-10,,
H357,H357,Tongue,Carcinoma Squamous Cell,Male,Unknown,74,Years,Adult,ECACC,0,1,2,6,0,74.0,-10,,
HSC-3,HSC-3,Tongue,Carcinoma Squamous Cell,Male,Unknown,64,Years,Adult,JCRB,0,1,2,6,0,64.0,-10,,
HSC-4,HSC-4,Tongue,Carcinoma Squamous Cell,Male,Japanese,64,Years,Adult,JCRB,0,1,2,1,0,64.0,-10,,
OSC-19,OSC-19,Tongue,Carcinoma Squamous Cell,Male,Japanese,61,Years,Adult,JCRB,0,1,2,1,0,61.0,-10,,
PE/CA-PJ15,PE/CA-PJ15,Tongue,Carcinoma Squamous Cell,Male,Unknown,45,Years,Adult,ECACC,0,1,2,6,0,45.0,-10,,
PE/CA-PJ49,PE/CA-PJ49,Tongue,Carcinoma Squamous Cell,Male,Caucasian,57,Years,Adult,ECACC,0,1,2,5,0,57.0,-10,,
SCC-15,SCC-15,Tongue,Carcinoma Squamous Cell,Male,Unknown,55,Years,Adult,ATCC,0,1,2,6,0,55.0,-10,,
SCC-25,SCC-25,Tongue,Carcinoma Squamous Cell,Male,Unknown,70,Years,Adult,ATCC,0,1,2,6,0,70.0,-10,,
SCC-4,SCC-4,Tongue,Carcinoma Squamous Cell,Male,Unknown,55,Years,Adult,ATCC,0,1,2,6,0,55.0,-10,,
SCC-9,SCC-9,Tongue,Carcinoma Squamous Cell,Male,Unknown,25,Years,Adult,ATCC,0,1,2,6,0,25.0,-10,,
SCCKN,SCCKN,Tongue,Normal,Male,Japanese,75,Years,Adult,RIKEN,Parental,1,2,1,4,75.0,-10,,
HUC-Fm,HUC-Fm,Umbilical Cord,Normal,Male,Japanese,Unknown,Unknown,Juvenile,ECACC,0,1,2,1,0,-10.0,-10,,
HUC-Fm2,HUC-Fm2,Umbilical Cord,Normal,Male,Japanese,Unknown,Unknown,Unknown,RIKEN,0,1,2,1,0,-10.0,-10,,
W-V,W-V,Undefined,Unknown,Male,Unknown,Unknown,Unknown,Unknown,RIKEN,0,1,2,6,0,-10.0,-10,,
A388,A388,Unknown,Carcinoma,Male,Unknown,86,Years,Adult,ATCC,0,1,2,6,0,86.0,-10,,
HCC1360,HCC1360,Unknown,Adenocarcinoma,Male,Caucasian,52,Years,Adult,UTSW,0,1,2,5,0,52.0,-10,,
HCC3172,HCC3172,Unknown,Unknown,Male,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,2,6,0,-10.0,-10,,
Hs 132.T,Hs 132.T,Unknown,Sarcoma Spindle Cell,Male,Caucasian,49,Years,Adult,ATCC,0,1,2,5,0,49.0,-10,,
Hs 700T,Hs 700T,Unknown,Adenocarcinoma,Male,Caucasian,61,Years,Adult,ATCC,0,1,2,5,0,61.0,-10,,
Hs 840.T,Hs 840.T,Unknown,Papilloma,Male,Caucasian,17,Years,Juvenile,ATCC,0,1,2,5,0,17.0,-10,,
NMS-2,NMS-2,Unknown,Peripheral nerve sheath tumor,Male,Japanese,30,Years,Adult,RIKEN,0,1,2,1,0,30.0,-10,,
SW 872,SW 872,Unknown,Liposarcoma,Male,Caucasian,36,Years,Adult,ATCC,0,1,2,5,0,36.0,-10,,
639-V,639-V,Ureter,Carcinoma Transitional Cell,Male,Caucasian,69,Years,Adult,DSMZ,0,1,2,5,0,69.0,-10,,
MC-SV-HUC T-2,MC-SV-HUC T-2,Ureter,Normal,Male,Unknown,11,Years,Juvenile,ATCC,Derivative Line,1,2,6,2,11.0,-10,,
SV-HUC-1,SV-HUC-1,Ureter,Normal,Male,Unknown,11,Years,Juvenile,ATCC,Parental,1,2,6,4,11.0,-10,,
HCC1057,HCC1057,Urinary Bladder,Carcinoma Transitional Cell,Male,Caucasian,43,Years,Adult,UTSW,0,1,2,5,0,43.0,-10,,
HCC1314,HCC1314,Urinary Bladder,Carcinoma Transitional Cell,Male,Unknown,45,Years,Adult,UTSW,0,1,2,6,0,45.0,-10,,
HCC242,HCC242,Urinary Bladder,Carcinoma Transitional Cell,Male,Unknown,62,Years,Adult,UTSW,0,1,2,6,0,62.0,-10,,
HCC2858,HCC2858,Urinary Bladder,Carcinoma Transitional Cell,Male,Unknown,88,Years,Adult,UTSW,0,1,2,6,0,88.0,-10,,
HCC90,HCC90,Urinary Bladder,Carcinoma Transitional Cell,Male,Caucasian,47,Years,Adult,UTSW,0,1,2,5,0,47.0,-10,,
KU-19-19,KU-19-19,Urinary Bladder,Carcinoma Transitional Cell,Male,Unknown,76,Years,Adult, --,0,1,2,6,0,76.0,-10,,
RMS-YM,RMS-YM,Urinary Bladder,rhabdomyosarcoma,Male,Japanese,2,Years,Juvenile,RIKEN,0,1,2,1,0,2.0,-10,,
RT4,RT4,Urinary Bladder,Carcinoma Transitional Cell,Male,Caucasian,63,Years,Adult,ATCC,0,1,2,5,0,63.0,-10,,
UM-UC-1,UM-UC-1,Urinary Bladder,Carcinoma Transitional Cell,Male,African,Unknown,Unknown,Unknown,ECACC,0,1,2,2,0,-10.0,-10,,
UM-UC-3,UM-UC-3,Urinary Bladder,Carcinoma Transitional Cell,Male,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,2,6,0,-10.0,-10,,
VM-CUB1,VM-CUB1,Urinary Bladder,Carcinoma Transitional Cell,Male,Unknown,Unknown,Unknown,Unknown,DSMZ,0,1,2,6,0,-10.0,-10,,
HCC1576,HCC1576,Adrenal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,3,6,0,-10.0,-10,,
NCI-H510,NCI-H510,Adrenal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NCI,0,1,3,6,0,-10.0,-10,,
TN-2,TN-2,Adrenal,Neuroblastoma,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN,0,1,3,6,0,-10.0,-10,,
HAEC,HAEC,Aorta,Normal,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
HCC2277,HCC2277,Bladder,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,3,6,0,-10.0,-10,,
JMSU1,JMSU1,Bladder,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
KMBC-2,KMBC-2,Bladder,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
81.3,81.3,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
103-LCL,103-LCL,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN,0,1,3,6,0,-10.0,-10,,
141-LCL,141-LCL,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN,0,1,3,6,0,-10.0,-10,,
141-LCL-MUC1,141-LCL-MUC1,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN,0,1,3,6,0,-10.0,-10,,
1A2,1A2,Blood,Lymphoma B-cell,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,Contaminant? Requires determination of provenance.,1,3,6,1,-10.0,-10,,
20H11,20H11,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
60H9(9)D10.E6,60H9(9)D10.E6,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
90196B,90196B,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
9D10,9D10,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
AGR-ON,AGR-ON,Blood,Leukemia Acute Lymphocytic,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
B0036,B0036,Blood,Normal,Unknown,Japanese,35,Years,Adult,RIKEN,0,1,3,1,0,35.0,-10,,
B104,B104,Blood,Lymphoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
B104-R3,B104-R3,Blood,Lymphoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
BALL-1,BALL-1,Blood,Leukemia,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
BJAB,BJAB,Blood,Lymphoma B-cell,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
BRISTOL 8,BRISTOL 8,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
BSL2KA,BSL2KA,Blood,Unknown,Unknown,Japanese,Unknown,Unknown,Unknown,JCRB,0,1,3,1,0,-10.0,-10,,
C1R-B7,C1R-B7,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,Derivative Line,1,3,6,2,-10.0,-10,,
C5/MJ,C5/MJ,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
C5B7,C5B7,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
C8166,C8166,Blood,Leukemia,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
CB-3512,CB-3512,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN,0,1,3,6,0,-10.0,-10,,
CO 88BV59-1,CO 88BV59-1,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Co88BV59H21-2,Co88BV59H21-2,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Co88BV59H21-2V67-66,Co88BV59H21-2V67-66,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
CPT-K5,CPT-K5,Blood,Leukemia,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
DAKIKI,DAKIKI,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
DS-1,DS-1,Blood,Lymphangiectasia,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
EoL-1 cell,EoL-1 cell,Blood,Leukemia,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
FS-1,FS-1,Blood,Leukemia,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
GK-5,1A2,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,Contaminant? Requires determination of provenance.,1,3,6,1,-10.0,-10,,
GM1899A,GM1899A,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
HD-MY-Z,HD-MY-Z,Blood,Hodgkin's Lymphoma,Unknown,Unknown,29,Years,Adult,DSMZ,0,1,3,6,0,29.0,-10,,
HKB-11,HKB-11,Blood,Malignant Lymphoma - Burkitts Type,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,Parental,1,3,6,4,-10.0,-10,,
HLCL-1,HLCL-1,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
Hs 216.We,Hs 216.We,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 268.T,Hs 268.T,Blood,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 277.T,Hs 277.T,Blood,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 325.Ln,Hs 325.Ln,Blood,Lymphoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 491.T,Hs 491.T,Blood,Leukemia Acute Lymphocytic,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 518.T,Hs 518.T,Blood,Leukemia Acute Lymphocytic,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 751.T,Hs 751.T,Blood,Hodgkin's Lymphoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 757.T,Hs 757.T,Blood,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 793.T,Hs 793.T,Blood,Hyperplasia,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 933.T,Hs 933.T,Blood,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
HuNS1,1A2,Blood,Multiple Myeloma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,Contaminant? Requires determination of provenance.,1,3,6,1,-10.0,-10,,
JIM1,JIM1,Blood,Multiple Myeloma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
JKT-beta-del,JKT-beta-del,Blood,Leukemia,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
JM1,JM1,Blood,Lymphoma B-cell,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
JSC-1,JSC-1,Blood,Lymphoma B-cell,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
JTK-LCL,JTK-LCL,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN,0,1,3,6,0,-10.0,-10,,
K6H6/B5,K6H6/B5,Blood,Lymphoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
KARPAS-1106P,KARPAS-1106P,Blood,Lymphoma B-cell,Unknown,Unknown,23,Years,Adult,ECACC,0,1,3,6,0,23.0,-10,,
KARPAS-1718,KARPAS-1718,Blood,Lymphoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
KARPAS-384,KARPAS-384,Blood,Lymphoma Non-Hodgkins,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
KBM-7,KBM-7,Blood,Leukemia Chronic Myelogenous,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
KMA,KMA,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
KOIA-LCL,KOIA-LCL,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN,0,1,3,6,0,-10.0,-10,,
LCL-HO,LCL-HO,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,DSMZ,0,1,3,6,0,-10.0,-10,,
LCL-WEI,LCL-WEI,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,DSMZ,0,1,3,6,0,-10.0,-10,,
MD,MD,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
MEG-A2,MEG-A2,Blood,Leukemia,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
MT-1,MT-1,Blood,Leukemia,Unknown,Japanese,Unknown,Unknown,Unknown,JCRB,Contaminant,1,3,1,1,-10.0,-10,,
MT-2,MT-2,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
MT-4,MT-4,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
My-La CD8+,My-La CD8+,Blood,mycosis fungoides,Unknown,Caucasian,82,Years,Adult,ECACC,0,1,3,5,0,82.0,-10,,
NCI-H1447,NCI-H1447,Blood,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
NCI-H1974,NCI-H1974,Blood,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
NH17,NH17,Blood,Leukemia,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
NKM-1,NKM-1,Blood,Leukemia,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
OCI-LY-10,OCI-LY-10,Blood,Lymphoma B-cell,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
OCI-M1,OCI-M1,Blood,Leukemia Acute Myelogenous,Unknown,Unknown,62,Years,Adult,DSMZ,0,1,3,6,0,62.0,-10,,
OCI-M2,OCI-M2,Blood,Leukemia Acute Myelogenous,Unknown,Unknown,56,Years,Adult,DSMZ,0,1,3,6,0,56.0,-10,,
OCI/AML3,OCI/AML3,Blood,Leukemia Acute Myelogenous,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
P31/FUJ,P31/FUJ,Blood,Leukemia,Unknown,Japanese,Unknown,Unknown,Unknown,JCRB,0,1,3,1,0,-10.0,-10,,
PMC2,PMC2,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
PUTKO,PUTKO,Blood,Leukemia Acute Myelogenous,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
QIMR-WIL,QIMR-WIL,Blood,Leukemia,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
RBL221T,RBL221T,Blood,Lymphoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
RC-K8,RC-K8,Blood,Lymphoma B-cell,Unknown,Unknown,Unknown,Unknown,Unknown,DSMZ,0,1,3,6,0,-10.0,-10,,
REH,REH,Blood,Leukemia Acute Lymphocytic,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,Parental,1,3,6,4,-10.0,-10,,
Sci-1,Sci-1,Blood,Lymphoma B-cell,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
SH-2,SH-2,Blood,Leukemia Acute Myelogenous,Unknown,Unknown,Unknown,Unknown,Unknown, --,Contaminant,1,3,6,1,-10.0,-10,,
SK-MM-1,SK-MM-1,Blood,Leukemia,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
T2,T2,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN,Derivative Line,1,3,6,2,-10.0,-10,,
TE 161.T,TE 161.T,Blood,Malignant Lymphoma - Burkitts Type,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
TE 175.T,TE 175.T,Blood,Lymphomosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
TE 98.T,TE 98.T,Blood,Histiocytosis,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
TK6TGR,TK6TGR,Blood,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
TL-1,TL-1,Blood,Malignant Lymphoma - Burkitts Type,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN,0,1,3,6,0,-10.0,-10,,
TL-Mor,TL-Mor,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN,0,1,3,6,0,-10.0,-10,,
U-937 cl1-22,U-937 cl1-22,Blood,Lymphoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
UCB408E6E7-31,UCB408E6E7-31,Blood,Normal,Unknown,Japanese,Unknown,Unknown,Unknown,JCRB,0,1,3,1,0,-10.0,-10,,
UCB408E6E7TERT-33,UCB408E6E7TERT-33,Blood,Normal,Unknown,Japanese,Unknown,Unknown,Unknown,JCRB,0,1,3,1,0,-10.0,-10,,
UCB408E7-32,UCB408E7-32,Blood,Normal,Unknown,Japanese,Unknown,Unknown,Unknown,JCRB,0,1,3,1,0,-10.0,-10,,
UKE-1,UKE-1,Blood,Leukemia,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
UTMC-2,UTMC-2,Blood,Multiple Myeloma,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
WBC264-9C,WBC264-9C,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
WILCL,WILCL,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,Derived from same patient,1,3,6,2,-10.0,-10,,
WR216,WR216,Blood,Normal,Unknown,Japanese,Unknown,Unknown,Unknown,RIKEN,0,1,3,1,0,-10.0,-10,,
XPL 17,XPL 17,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN,0,1,3,6,0,-10.0,-10,,
XPL 19,XPL 19,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN,0,1,3,6,0,-10.0,-10,,
XPL 20,XPL 20,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN,0,1,3,6,0,-10.0,-10,,
XPL 24,XPL 24,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN,0,1,3,6,0,-10.0,-10,,
XPL 5,XPL 5,Blood,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN,0,1,3,6,0,-10.0,-10,,
XPL15OS,XPL15OS,Blood,xeroderma pigmentosum,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
XPL3KA,XPL3KA,Blood,xeroderma pigmentosum,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
HIAE-101,HIAE-101,Blood Vessel,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,Contaminant? Requires determination of provenance.,1,3,6,1,-10.0,-10,,
HIAE-38,HIAE-101,Blood Vessel,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,Contaminant? Requires determination of provenance.,1,3,6,1,-10.0,-10,,
HIAE-55,HIAE-101,Blood Vessel,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,Contaminant? Requires determination of provenance.,1,3,6,1,-10.0,-10,,
HIAE-65,HIAE-101,Blood Vessel,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,Contaminant? Requires determination of provenance.,1,3,6,1,-10.0,-10,,
HIAE-78,HIAE-101,Blood Vessel,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,Contaminant? Requires determination of provenance.,1,3,6,1,-10.0,-10,,
HIVE-55,HIAE-101,Blood Vessel,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,Contaminant? Requires determination of provenance.,1,3,6,1,-10.0,-10,,
HIVE-65,HIAE-101,Blood Vessel,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,Contaminant? Requires determination of provenance.,1,3,6,1,-10.0,-10,,
HIVE-78,HIAE-101,Blood Vessel,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,Contaminant? Requires determination of provenance.,1,3,6,1,-10.0,-10,,
CASMC,CASMC,Blood Vessel: Artery,Normal,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
CHA-59,CHA-59,Bone,Osteosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
CHSA 0011,CHSA 0011,Bone,Chondrosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
CHSA 0108,CHSA 0108,Bone,Chondrosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
CHSA8926,CHSA8926,Bone,Chondrosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
